Biome,Ecoregion,Variable,Mean,Standard deviation,mtry,RMSE,Rsquared,MAE,Irreplaceable/AGC/BGC,Biome code
Tropical & Subtropical Moist Broadleaf Forests,Eastern Congolian swamp forests,y,62.36056706,1.5280836,2,45.673107,0.4860353,35.590845,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Cordillera real montane forests,Croplands,0,0,4,22.719164,0.4116929,17.225812,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Cordillera real montane forests,Navigable water,35.47086006,3.7560965,4,22.719164,0.4116929,17.225812,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Cordillera real montane forests,Pastures,71.6463435,12.754112,4,22.719164,0.4116929,17.225812,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Cordillera real montane forests,Population density,74.4854012,5.8856391,4,22.719164,0.4116929,17.225812,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Cordillera real montane forests,Roads,83.60611484,14.3870192,4,22.719164,0.4116929,17.225812,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Cordillera real montane forests,y,95.73707255,6.6040988,4,22.719164,0.4116929,17.225812,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,Croplands,22.9584748,5.1911269,4,8.11948,0.34007335,4.0637447,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,Navigable water,20.1385485,11.1987335,4,8.11948,0.34007335,4.0637447,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,Pastures,36.2569918,3.5311616,4,8.11948,0.34007335,4.0637447,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,Population density,93.8860932,6.6974493,4,8.11948,0.34007335,4.0637447,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,Roads,43.8566973,3.3696567,4,8.11948,0.34007335,4.0637447,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,y,92.2296861,11.7365772,4,8.11948,0.34007335,4.0637447,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern highlands moist deciduous forests,Croplands,7.2939991,3.5859699,4,5.512533,0.32456425,3.7857183,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern highlands moist deciduous forests,Navigable water,29.3303416,3.5122045,4,5.512533,0.32456425,3.7857183,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern highlands moist deciduous forests,Pastures,65.569139,0.415084,4,5.512533,0.32456425,3.7857183,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern highlands moist deciduous forests,Population density,94.8220503,5.6721597,4,5.512533,0.32456425,3.7857183,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern highlands moist deciduous forests,Roads,24.6950343,1.8941031,4,5.512533,0.32456425,3.7857183,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Eastern highlands moist deciduous forests,y,97.8068339,2.4405888,4,5.512533,0.32456425,3.7857183,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Ethiopian montane forests,Croplands,1.5799641,2.2759715,4,16.618909,0.48572355,12.1833971,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Ethiopian montane forests,Navigable water,15.761628,2.7946519,4,16.618909,0.48572355,12.1833971,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Ethiopian montane forests,Pastures,94.9459794,3.961305,4,16.618909,0.48572355,12.1833971,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Ethiopian montane forests,Population density,73.9807349,6.3764841,4,16.618909,0.48572355,12.1833971,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Ethiopian montane forests,Roads,31.5622445,1.419576,4,16.618909,0.48572355,12.1833971,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Ethiopian montane forests,y,98.8315487,1.810157,4,16.618909,0.48572355,12.1833971,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,Croplands,0,0,3,23.133853,0.24902375,16.8806106,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,Navigable water,4.0845902,6.8738128,3,23.133853,0.24902375,16.8806106,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,Pastures,51.6134064,2.7032069,3,23.133853,0.24902375,16.8806106,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,Population density,78.2186896,1.5345842,3,23.133853,0.24902375,16.8806106,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,Roads,44.1462997,7.8632897,3,23.133853,0.24902375,16.8806106,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,y,100,0,3,23.133853,0.24902375,16.8806106,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan moist forests,Croplands,0,0,2,24.624782,0.15121571,18.3030491,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan moist forests,Navigable water,35.8126909,16.1505109,2,24.624782,0.15121571,18.3030491,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan moist forests,Pastures,77.1421178,14.8430482,2,24.624782,0.15121571,18.3030491,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan moist forests,Population density,74.4700805,5.9678035,2,24.624782,0.15121571,18.3030491,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan moist forests,Roads,50.4408567,9.1678646,2,24.624782,0.15121571,18.3030491,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan moist forests,y,100,0,2,24.624782,0.15121571,18.3030491,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont and lowland moist forests,Croplands,0,0,2,24.892464,0.19378364,18.072976,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont and lowland moist forests,Navigable water,47.6441068,8.376128,2,24.892464,0.19378364,18.072976,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont and lowland moist forests,Pastures,70.5513169,13.8023935,2,24.892464,0.19378364,18.072976,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont and lowland moist forests,Population density,61.3222933,15.9245804,2,24.892464,0.19378364,18.072976,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont and lowland moist forests,Roads,59.0958222,8.5276327,2,24.892464,0.19378364,18.072976,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont and lowland moist forests,y,100,0,2,24.892464,0.19378364,18.072976,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guinean montane forests,Croplands,0,0,2,4.538423,0.56680167,1.4020776,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guinean montane forests,Pastures,81.887348,3.452187,2,4.538423,0.56680167,1.4020776,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guinean montane forests,Population density,39.0647855,19.622688,2,4.538423,0.56680167,1.4020776,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guinean montane forests,Roads,9.5470864,7.0534214,2,4.538423,0.56680167,1.4020776,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guinean montane forests,y,100,0,2,4.538423,0.56680167,1.4020776,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Croplands,11.8596165,19.3296693,7,3.42218,0.08203749,0.445993,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Navigable water,51.4891044,34.3347952,7,3.42218,0.08203749,0.445993,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Pastures,19.6383504,19.7817878,7,3.42218,0.08203749,0.445993,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Population density,47.1252513,11.2512592,7,3.42218,0.08203749,0.445993,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Roads,1.3870889,1.5194798,7,3.42218,0.08203749,0.445993,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,y,100,0,7,3.42218,0.08203749,0.445993,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,Croplands,0,0,4,3.907604,0.17367264,1.7938052,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,Navigable water,68.2421469,27.8106021,4,3.907604,0.17367264,1.7938052,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,Pastures,22.9003891,13.2914879,4,3.907604,0.17367264,1.7938052,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,Population density,89.234757,16.6774427,4,3.907604,0.17367264,1.7938052,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,Roads,21.0338266,6.9753406,4,3.907604,0.17367264,1.7938052,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hainan Island monsoon rain forests,y,41.534447,19.1821499,4,3.907604,0.17367264,1.7938052,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Halmahera rain forests,Croplands,2.0964856,3.1829362,4,27.070276,0.34942095,17.8984328,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Halmahera rain forests,Navigable water,66.5724313,12.5091564,4,27.070276,0.34942095,17.8984328,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Halmahera rain forests,Pastures,28.8081318,10.8144957,4,27.070276,0.34942095,17.8984328,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Halmahera rain forests,Population density,70.8877904,5.3032893,4,27.070276,0.34942095,17.8984328,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Halmahera rain forests,Roads,66.5457394,3.9683602,4,27.070276,0.34942095,17.8984328,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Halmahera rain forests,y,100,0,4,27.070276,0.34942095,17.8984328,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests,Croplands,11.0616729,3.0274329,4,10.426932,0.33848405,7.2696649,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests,Navigable water,43.0574901,4.1382624,4,10.426932,0.33848405,7.2696649,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests,Pastures,65.2816951,3.8992483,4,10.426932,0.33848405,7.2696649,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests,Population density,57.0118796,4.1585636,4,10.426932,0.33848405,7.2696649,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests,Roads,40.7880611,4.3466866,4,10.426932,0.33848405,7.2696649,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Himalayan subtropical broadleaf forests,y,100,0,4,10.426932,0.33848405,7.2696649,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hispaniolan moist forests,Croplands,0,0,4,20.338995,0.29532656,8.270221,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hispaniolan moist forests,Navigable water,98.8315029,1.9698162,4,20.338995,0.29532656,8.270221,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hispaniolan moist forests,Pastures,81.8467047,8.2457276,4,20.338995,0.29532656,8.270221,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hispaniolan moist forests,Population density,73.8818973,6.1288175,4,20.338995,0.29532656,8.270221,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hispaniolan moist forests,Roads,72.7382395,3.6741138,4,20.338995,0.29532656,8.270221,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Hispaniolan moist forests,y,96.7544808,5.0279368,4,20.338995,0.29532656,8.270221,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,Croplands,0,0,4,53.235076,0.42169715,28.4806187,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,Navigable water,83.3374487,18.5518408,4,53.235076,0.42169715,28.4806187,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,Pastures,89.6948209,5.5429548,4,53.235076,0.42169715,28.4806187,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,Population density,85.8191359,14.2401349,4,53.235076,0.42169715,28.4806187,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,Roads,74.2001885,22.9384859,4,53.235076,0.42169715,28.4806187,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Huon Peninsula montane rain forests,y,91.4064021,8.4519106,4,53.235076,0.42169715,28.4806187,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Iquitos varzeá,Croplands,4.2094707,1.4028146,4,46.196387,0.38931024,34.7488369,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Iquitos varzeá,Navigable water,49.0807558,4.5301556,4,46.196387,0.38931024,34.7488369,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Iquitos varzeá,Pastures,53.0357051,2.2941738,4,46.196387,0.38931024,34.7488369,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Iquitos varzeá,Population density,60.6352376,5.6411264,4,46.196387,0.38931024,34.7488369,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Iquitos varzeá,Roads,43.6502786,6.0441503,4,46.196387,0.38931024,34.7488369,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Iquitos varzeá,y,100,0,4,46.196387,0.38931024,34.7488369,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Irrawaddy moist deciduous forests,Croplands,4.1740346,3.7401952,4,8.821819,0.37312691,5.3360068,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Irrawaddy moist deciduous forests,Navigable water,36.3109573,3.1628279,4,8.821819,0.37312691,5.3360068,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Irrawaddy moist deciduous forests,Pastures,46.77219,9.1262594,4,8.821819,0.37312691,5.3360068,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Irrawaddy moist deciduous forests,Population density,51.7121138,5.8314136,4,8.821819,0.37312691,5.3360068,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Irrawaddy moist deciduous forests,Roads,29.0426334,6.5080343,4,8.821819,0.37312691,5.3360068,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Irrawaddy moist deciduous forests,y,100,0,4,8.821819,0.37312691,5.3360068,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Atlantic moist forests,Croplands,0,0,4,20.570375,0.34641398,10.0084249,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Atlantic moist forests,Navigable water,97.7692431,2.4436718,4,20.570375,0.34641398,10.0084249,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Atlantic moist forests,Pastures,66.1076006,6.0901341,4,20.570375,0.34641398,10.0084249,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Atlantic moist forests,Population density,63.0340784,11.1344148,4,20.570375,0.34641398,10.0084249,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Atlantic moist forests,Roads,64.1631498,3.9292107,4,20.570375,0.34641398,10.0084249,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Atlantic moist forests,y,93.0090033,15.0024545,4,20.570375,0.34641398,10.0084249,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Pacific moist forests,Croplands,2.8808125,2.7157253,4,20.468404,0.4034662,9.2538956,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Pacific moist forests,Navigable water,100,0,4,20.468404,0.4034662,9.2538956,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Pacific moist forests,Pastures,54.6923725,9.6800252,4,20.468404,0.4034662,9.2538956,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Pacific moist forests,Population density,54.1586457,12.0968538,4,20.468404,0.4034662,9.2538956,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Pacific moist forests,Roads,45.4669517,3.6072796,4,20.468404,0.4034662,9.2538956,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Isthmian-Pacific moist forests,y,55.5591286,8.177844,4,20.468404,0.4034662,9.2538956,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimoes-Negro moist forests,Navigable water,31.3220007,18.137765,2,51.423764,0.16358054,41.8552737,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimoes-Negro moist forests,Pastures,24.8252336,14.7859837,2,51.423764,0.16358054,41.8552737,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimoes-Negro moist forests,Population density,63.9147336,5.6033317,2,51.423764,0.16358054,41.8552737,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimoes-Negro moist forests,Roads,23.4518409,18.1783261,2,51.423764,0.16358054,41.8552737,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimoes-Negro moist forests,y,100,0,2,51.423764,0.16358054,41.8552737,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Croplands,26.9414038,28.2081073,2,3.248592,0.06015304,0.6890962,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Navigable water,55.4743275,33.7880316,2,3.248592,0.06015304,0.6890962,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Pastures,77.7278029,17.2237455,2,3.248592,0.06015304,0.6890962,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Population density,41.1555897,13.0036316,2,3.248592,0.06015304,0.6890962,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Roads,22.3648916,27.3267382,2,3.248592,0.06015304,0.6890962,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,y,100,0,2,3.248592,0.06015304,0.6890962,irrep,TropMoBF
Tropical & Subtropical Moist Broadleaf Forests,Juruá-Purus moist forests,Croplands,0,0,2,47.200732,0.17832707,35.9417845,irrep,TropMoBF
